"geographicAreaFS","Geographic Area","measuredItemFS","Item","measuredElementFS","Element","timePointYears","Year","Value","Status"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,120,"C"
200,"Singapore",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,123,"/"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,3759.3985,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,3759.3985,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,3750,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,3750,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,3500,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,3500,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,3500,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,3500,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,3416.66667,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,3666.66667,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,3333.33333,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,3500,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,3250,"C"
200,"Singapore",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,3008.13008,"C"
200,"Singapore",867,"Beef and Veal",51,"Output",2013,2013,50,"T"
200,"Singapore",867,"Beef and Veal",51,"Output",2012,2012,50,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2011,2011,45,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2010,2010,45,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2009,2009,42,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2008,2008,42,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2007,2007,42,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2006,2006,42,"F"
200,"Singapore",867,"Beef and Veal",51,"Output",2005,2005,41,"E"
200,"Singapore",867,"Beef and Veal",51,"Output",2004,2004,44,"E"
200,"Singapore",867,"Beef and Veal",51,"Output",2003,2003,40,"E"
200,"Singapore",867,"Beef and Veal",51,"Output",2002,2002,42,"E"
200,"Singapore",867,"Beef and Veal",51,"Output",2001,2001,39,"E"
200,"Singapore",867,"Beef and Veal",51,"Output",2000,2000,37,"E"
200,"Singapore",867,"Beef and Veal",141,"Food",2013,2013,650,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2012,2012,650,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2011,2011,645,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2010,2010,864,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2009,2009,1907,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2008,2008,1169,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2007,2007,1039,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2006,2006,807,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2005,2005,804,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2004,2004,907,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2003,2003,997,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2002,2002,905,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2001,2001,834,"B"
200,"Singapore",867,"Beef and Veal",141,"Food",2000,2000,1121.34,"B"
199,"Slovakia",866,"Cattle",11,"Initial Existence",2013,2013,471091,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2012,2012,463358,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2011,2011,467125,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2010,2010,471965,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2009,2009,488381,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2008,2008,501817,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2007,2007,507820,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2006,2006,527889,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2005,2005,540146,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2004,2004,593182,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2003,2003,607835,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2002,2002,625190,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2001,2001,646148,
199,"Slovakia",866,"Cattle",11,"Initial Existence",2000,2000,665055,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2013,2013,202510,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2012,2012,201310,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2011,2011,204390,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2010,2010,204133,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2009,2009,211316,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2008,2008,215659,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2007,2007,216000,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2006,2006,219000,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2005,2005,232000,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2004,2004,246000,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2003,2003,260000,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2002,2002,259000,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2001,2001,271200,
199,"Slovakia",866,"Cattle",31,"Actual Producing Factor",2000,2000,274100,
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2013,2013,8740.30912,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2012,2012,8792.40972,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2011,2011,8659.91487,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2010,2010,8670.81756,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2009,2009,8660.01628,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2008,2008,8717.466,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2007,2007,8703.7037,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2006,2006,8584.47489,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2005,2005,8103.44828,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2004,2004,8143.65854,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2003,2003,8089.26923,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2002,2002,8380.88803,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2001,2001,8055.01475,"C"
199,"Slovakia",866,"Cattle",41,"Productivity Indicator",2000,2000,8168.77051,"C"
199,"Slovakia",866,"Cattle",51,"Output",2013,2013,177000,"T"
199,"Slovakia",866,"Cattle",51,"Output",2012,2012,177000,"T"
199,"Slovakia",866,"Cattle",51,"Output",2011,2011,177000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2010,2010,177000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2009,2009,183000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2008,2008,188000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2007,2007,188000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2006,2006,188000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2005,2005,188000,"F"
199,"Slovakia",866,"Cattle",51,"Output",2004,2004,200334,
199,"Slovakia",866,"Cattle",51,"Output",2003,2003,210321,
199,"Slovakia",866,"Cattle",51,"Output",2002,2002,217065,
199,"Slovakia",866,"Cattle",51,"Output",2001,2001,218452,
199,"Slovakia",866,"Cattle",51,"Output",2000,2000,223906,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2013,2013,50000,"F"
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2012,2012,47593,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2011,2011,53335,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2010,2010,62040,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2009,2009,69717,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2008,2008,77257,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2007,2007,87453,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2006,2006,81713,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2005,2005,99665,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2004,2004,98851,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2003,2003,130140,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2002,2002,151655,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2001,2001,137582,
199,"Slovakia",866,"Cattle",131,"Reemployment Same Sector",2000,2000,176405,
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,50000,"C"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,47593,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,53335,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,62040,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,69717,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,77257,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,87453,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,81713,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,99665,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,98851,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,130140,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,151655,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,137582,"/"
199,"Slovakia",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,176405,"/"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,2500,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,2462.75713,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,2470.61029,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,2516.27982,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,2534.81934,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,2570.89972,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,2628.72629,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,2620.51326,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,2647.36869,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,2587.73305,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,2526.89411,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,2745.70571,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,2774.7089,"C"
199,"Slovakia",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,2718.17692,"C"
199,"Slovakia",867,"Beef and Veal",51,"Output",2013,2013,12500,"F"
199,"Slovakia",867,"Beef and Veal",51,"Output",2012,2012,11721,
199,"Slovakia",867,"Beef and Veal",51,"Output",2011,2011,13177,
199,"Slovakia",867,"Beef and Veal",51,"Output",2010,2010,15611,
199,"Slovakia",867,"Beef and Veal",51,"Output",2009,2009,17672,
199,"Slovakia",867,"Beef and Veal",51,"Output",2008,2008,19862,
199,"Slovakia",867,"Beef and Veal",51,"Output",2007,2007,22989,
199,"Slovakia",867,"Beef and Veal",51,"Output",2006,2006,21413,
199,"Slovakia",867,"Beef and Veal",51,"Output",2005,2005,26385,
199,"Slovakia",867,"Beef and Veal",51,"Output",2004,2004,25580,
199,"Slovakia",867,"Beef and Veal",51,"Output",2003,2003,32885,
199,"Slovakia",867,"Beef and Veal",51,"Output",2002,2002,41640,
199,"Slovakia",867,"Beef and Veal",51,"Output",2001,2001,38175,
199,"Slovakia",867,"Beef and Veal",51,"Output",2000,2000,47950,
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,13639,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,12860,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,14316,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,16492,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,17635,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,19648,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,23026,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,20274,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,23862,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2004,2004,21962,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2003,2003,31871,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2002,2002,40275,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2001,2001,38445,"B"
199,"Slovakia",867,"Beef and Veal",131,"Reemployment Same Sector",2000,2000,48733,"B"
198,"Slovenia",866,"Cattle",11,"Initial Existence",2013,2013,460063,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2012,2012,462300,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2011,2011,470151,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2010,2010,472878,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2009,2009,469983,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2008,2008,479851,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2007,2007,454033,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2006,2006,452517,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2005,2005,451136,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2004,2004,450226,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2003,2003,473242,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2002,2002,477075,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2001,2001,493670,
198,"Slovenia",866,"Cattle",11,"Initial Existence",2000,2000,471425,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2013,2013,190000,"T"
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2012,2012,190000,"T"
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2011,2011,190000,"F"
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2010,2010,194000,"*"
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2009,2009,196000,"*"
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2008,2008,198000,"*"
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2007,2007,192661,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2006,2006,185844,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2005,2005,188456,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2004,2004,193865,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2003,2003,197912,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2002,2002,206858,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2001,2001,200030,
198,"Slovenia",866,"Cattle",31,"Actual Producing Factor",2000,2000,205306,
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2013,2013,8627.57895,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2012,2012,8627.57895,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2011,2011,8627.57895,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2010,2010,8509.89691,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2009,2009,8445.05102,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2008,2008,8466.51515,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2007,2007,8756.10528,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2006,2006,8916.67205,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2005,2005,9119.21085,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2004,2004,9111.80461,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2003,2003,9205.9097,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2002,2002,9123.45667,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2001,2001,9255.26172,"C"
198,"Slovenia",866,"Cattle",41,"Productivity Indicator",2000,2000,9105.91992,"C"
198,"Slovenia",866,"Cattle",51,"Output",2013,2013,163924,"T"
198,"Slovenia",866,"Cattle",51,"Output",2012,2012,163924,"T"
198,"Slovenia",866,"Cattle",51,"Output",2011,2011,163924,
198,"Slovenia",866,"Cattle",51,"Output",2010,2010,165092,
198,"Slovenia",866,"Cattle",51,"Output",2009,2009,165523,
198,"Slovenia",866,"Cattle",51,"Output",2008,2008,167637,
198,"Slovenia",866,"Cattle",51,"Output",2007,2007,168696,
198,"Slovenia",866,"Cattle",51,"Output",2006,2006,165711,
198,"Slovenia",866,"Cattle",51,"Output",2005,2005,171857,
198,"Slovenia",866,"Cattle",51,"Output",2004,2004,176646,
198,"Slovenia",866,"Cattle",51,"Output",2003,2003,182196,
198,"Slovenia",866,"Cattle",51,"Output",2002,2002,188726,
198,"Slovenia",866,"Cattle",51,"Output",2001,2001,185133,
198,"Slovenia",866,"Cattle",51,"Output",2000,2000,186950,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2013,2013,110326,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2012,2012,115711,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2011,2011,124447,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2010,2010,124858,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2009,2009,125264,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2008,2008,131533,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2007,2007,135065,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2006,2006,144859,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2005,2005,171833,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2004,2004,175932,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2003,2003,194937,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2002,2002,176013,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2001,2001,196989,
198,"Slovenia",866,"Cattle",131,"Reemployment Same Sector",2000,2000,179722,
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,110326,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,115711,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,124447,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,124858,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,125264,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,131533,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,135065,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,144859,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,171833,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,175932,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,194937,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,176013,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,196989,"/"
198,"Slovenia",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,179722,"/"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,2909.92151,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,2859.62441,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,2858.32523,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,2865.01466,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,2814.85503,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,2808.64878,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,2840.03998,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,2718.36752,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,2642.85673,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,2676.60232,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,2657.26876,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,2425.95717,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,2492.52496,"C"
198,"Slovenia",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,2409.27655,"C"
198,"Slovenia",867,"Beef and Veal",51,"Output",2013,2013,32104,
198,"Slovenia",867,"Beef and Veal",51,"Output",2012,2012,33089,
198,"Slovenia",867,"Beef and Veal",51,"Output",2011,2011,35571,
198,"Slovenia",867,"Beef and Veal",51,"Output",2010,2010,35772,
198,"Slovenia",867,"Beef and Veal",51,"Output",2009,2009,35260,
198,"Slovenia",867,"Beef and Veal",51,"Output",2008,2008,36943,
198,"Slovenia",867,"Beef and Veal",51,"Output",2007,2007,38359,
198,"Slovenia",867,"Beef and Veal",51,"Output",2006,2006,39378,
198,"Slovenia",867,"Beef and Veal",51,"Output",2005,2005,45413,
198,"Slovenia",867,"Beef and Veal",51,"Output",2004,2004,47090,
198,"Slovenia",867,"Beef and Veal",51,"Output",2003,2003,51800,
198,"Slovenia",867,"Beef and Veal",51,"Output",2002,2002,42700,
198,"Slovenia",867,"Beef and Veal",51,"Output",2001,2001,49100,
198,"Slovenia",867,"Beef and Veal",51,"Output",2000,2000,43300,
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,32739,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,36206,
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,36206,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,36634,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,36902,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,38700,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,39452,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,39438,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,45469,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2004,2004,45551,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2003,2003,48135,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2002,2002,37903,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2001,2001,39947,"B"
198,"Slovenia",867,"Beef and Veal",131,"Reemployment Same Sector",2000,2000,44083.733,"B"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2013,2013,15000,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2012,2012,14800,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2011,2011,14500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2010,2010,14500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2009,2009,14500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2008,2008,14500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2007,2007,14500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2006,2006,14000,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2005,2005,13500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2004,2004,13500,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2003,2003,13000,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2002,2002,13000,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2001,2001,13000,"F"
25,"Solomon Islands",866,"Cattle",11,"Initial Existence",2000,2000,13000,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2013,2013,4000,"T"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2012,2012,4000,"T"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2011,2011,4000,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2010,2010,4000,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2009,2009,4000,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2008,2008,4000,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2007,2007,4000,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2006,2006,3900,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2005,2005,3750,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2004,2004,3750,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2003,2003,3500,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2002,2002,3500,"F"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2001,2001,3200,"*"
25,"Solomon Islands",866,"Cattle",131,"Reemployment Same Sector",2000,2000,3300,"F"
25,"Solomon Islands",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,4000,"C"
25,"Solomon Islands",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,4000,"C"
25,"Solomon Islands",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,4000,"C"
